product_name,food_groups_en,nova_group,nutriscore_grade,nutriscore_score,ecoscore_grade,ecoscore_score,ingredients_text
High Protein Porridge - Schoko Brownie Style,"Cereals and potatoes,Breakfast cereals",4,c,8,e,25.0,"42 % Hafervollkornflocken, texturiertes Weizeneiweißerzeugnis (Weizenkleber, Weizenmehl), 7% Zartbitterschokoladenstü cke (Kakaomasse**, Zucker, Kakaobutter**, Emulgator: Lecithine), 7% Vollmilchschokoladenstücke (Zucker, Kakaomasse** Vollmilchpulver, Kakaobutter** Emulgator: Lecithine), 5% Vollkornbutterkekse (Weizenvollkornmehl, Zucker, 0,5% Butter, Weizenstärke, Glukosesirup, Vollmilchpulver, Meersalz, natürliches Aroma, Süßmolkenpulver. Backtriebmittel: Natriumcarbonate, Ammoniumcarbonate; Säuerungsmittel: Citronensäure), Milcheiweißkonzentrat, 3% gehackte, geröstete Haselnusskerne. 1.5% fettarmes Kakaopulver**, 1% geröstete Kakaokernstücke**. Kann Spuren von weiteren glutenhaltigen Getreiden, Erdnüssen, anderen Schalenfrüchten, Soja, Sesam, Senf und Lupinen enthalten."
Tortilla Wraps XXL,"Cereals and potatoes,Bread",4,b,1,a,84.0,"64% mąka pszenna pełnoziarnista, woda, olej rzepakowy, stabilizator: glicerol, gluten pszenny, regulator kwasowości: kwas jabłkowy, mąka pszenna fermentowana, emulgator: mono - i diglicerydy kwasów tłuszczowych, substancja spulchniająca: węglany sodu, substancje konserwujące: (propionian wapnia, sorbinian potasu), sól, glukoza."
Tortilla wraps,"Cereals and potatoes,Bread",4,c,4,a,87.0,"69% farine de blé, eau, huile de colza, stabilisant: glycérol, gluten de blé, correcteur d'acidité: acide malique, sel de cuisine, emulsifiant: mono - et diglycérides d'acides gras, poudre à lever: carbonates de sodium, dextrose, conservateurs: (propionate de calcium, sorbate de potassium), agent de traitement de la farine: L-Cysteine."
kettle cooked chips,"Salty snacks,Appetizers",4,d,11,b,73.0,"67% krumpir, biljna ulja (u promjenjivim udjelima: suncokret, repica), šećer, kuhinjska sol, kokosovo mlijeko u prahu (kokosovo mlijeko, glukozni sirup), 0,8% curry u prahu s  prženim začinima, začini, prirodna aroma, modificirani škrob, hidrolizirane biljne bjelančevine, prženi luk, sok od limete u prahu (maltodekstrin, koncentrirani sok od limete prirodna aroma limuna), kiselina limunska kiselina. Može sadržavati tragove mlijeka."
Bio Lachsfiletportionen,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish",1,a,-3,d,41.0,100% Lachsfilet
Thunfisch Salat Western Style,"Composite foods,One-dish meals",3,c,6,d,36.0,"27% Mais, 25% _Thunfisch_, 22% Karotten, 6,8% Essiggurken (Gurken, Wasser, Speisesalz, Branntweinessig), 5,6% schwarze Oliven, Wasser, 3,5% Olivenöl, Sonnenblumenöl, Speisesalz."
Milbona High protein chocolate & caramel desert,"Milk and dairy products,Milk and yogurt",4,a,-1,a,89.0,"79% milk protein, skimmed milk, whipping cream (milk), modified starch, cocoa powder?, thickener, carrageenan, fat reduced cocoa powder, stabiliser: sodium phosphates, colours: sulphite ammonia caramel, carotenes, salt, sweeteners: sucralose, sulfacetamide k, natural flavouring, lactose."
Liégeois saveur vanille,"Milk and dairy products,Dairy desserts",4,a,0,c,58.0,"75% protéines de lait, crème (lait), lait écrémé, amidon modifié, épaississant : carraghénanes ; arôme naturel de vanille Bourbon avec autres arômes naturels, stabilisant : phosphates de sodium ; concentré de carthame des teinturiers à propriété colorante, gélatine, émulsifiant : esters lactiques des mono - et diglycérides d'acides gras ; édulcorants : sucralose, acésulfame K ; arôme, lactase."
100% сок от портокал от концентрат,"Beverages,Unsweetened beverages",1,c,4,a,80.0,100% сок от портокал от концентрат
Nuggetsy z kurczaka w panierce w stylu tempura,"Fish‚ Meat‚ Eggs,Meat,Poultry",4,c,3,e,16.0,"60% mięso z piersi kurczaka, mąka (pszenna, kukurydziana), olej rzepakowy, skrobia modyfikowana, woda, sól, cukier, maltodekstryna, skrobia, dekstroza, białka mleka, przyprawy (zawierają seler), aromaty, substancje spulchniające: węglany sodu, difosforany; ekstrakty przypraw (zawierają seler). Produkt może zawierać: soję, gorczycę, jaja."
vegane Tyrolini,,4,e,19,b,71.0,"24% texturiertes Sojamehl, Sonnenblumenöl, Trinkwasser, Karotten, 2,4% Soja - eiweiß, Speisesalz, 1% Jalapeño - Chili, Stärke, Gewürze, Dextrose, Gewürzextrakte, Stabilisator: Natriumacetate; Verdickungs - mittel: verarbeitete Euchema - Algen, Methylcellulose; Farbstoff: Betenrot; natürliches Aroma, Überzugsmittel: Natriumalginat; Festigungsmittel: Calciumchlorid."
Bio Beerenmischung,"Fruits and vegetables,Fruits",1,a,-4,a,75.0,"25% Himbeeren, 23% Brombeeren, 22% Erdbeeren', 15% rote Johannisbeeren', 15% Heidelbeeren'"
Ebi fry,"Fish‚ Meat‚ Eggs,Fish and seafood",4,b,2,e,18.0,"51% garnalen schaaldieren), 27% tarwebloem, water, gemodificeerd zetmeel (maïs), uipoeder, maïsbloem, zout, suiker, natuurlijk aroma, witte peper, rijsmiddel: natriumcarbonaten; tapiocazetmeel, gist. Bereidingswijze: verwijder de verpakking. In de pan: Verhit een beetje (olijf)olie in een pan en bak de diepgevroren garnalen gedurende 2-3 minuten aan"
Lunch Time buckwheat bulgur lentils,"Cereals and potatoes,Cereals",1,a,-4,a,75.0,"50 % kasza gryczana prażona, 20% kasza bulgur z pszenicy twardej, 15% czerwona soczewica, 10 % suszone pomidory, 5% pestki dyni."
Пилешки хапки в панировка,,4,c,6,e,16.0,"51% пилешко месо, 40% панировка [пшенично брашно, рапично масло, вода, царевично брашно, пшенично нишесте, модифицирано нишесте, пшеничен грис, пшеничен глутен, царевичен грис, трапезна сол, набухватели: дифосфати, натриеви карбонати, калциеви фосфати; захар, декстроза, подправки, мая), вода, пшенично брашно, трапезна сол, нишесте, модифицирано нишесте, подправки, малтодекстрин. Може да съдържа следи от яйца, соя, целина, мляко и синап."
High Protein Crunchy Muesli: Roasted Peanuts,"Cereals and potatoes,Breakfast cereals",4,b,1,b,62.0,"26% Wholegrain Oat Flakes, Rice Flour, Wheat Gluten, Sugar, 9% Chopped, Roasted Peanuts, Textured Wheat Protein (Wheat Gluten, Wheat Flour), 6% Halved, Roasted Peanuts, Sunflower Oil, Glucose Syrup, Wholegrain Wheat Flakes, Coconut Flakes, Caramelised Sugar Syrup, Vitamins (Niacin, Vitamin E, Pantothenic Acid, Vitamin B6, Riboflavin, Thiamin, Folic Acid, Vitamin B12), Natural Flavouring, Salt, Antioxidant: Tocopherol-rich Extracts. Allergy Advice: For allergens, including Cereals containing Gluten, see ingredients in bold. May also contain Lupins, Milk, Mustard, Nuts, Sesame, Soya and other Cereals containing Gluten."
High Protein Crunchy Musli,"Cereals and potatoes,Breakfast cereals",4,d,16,a,77.0,"23% fulgi de ovaz integral, texturat proteic de grâu (gluten de grâu, făină de grau), faina de orez, 12% semințe de dovleac, zahăr, gluten de grâu, 4% bucăți de ciocolată cu lapte cu izolat proteic din zer (zahăr, masă de cacao&quot;, lapte praf integral, unt de cacao, 0.3% izolat proteic din zer, emulsifiant: lecitine), ulei de floarea-soarelui, sirop de glucoză, fulgi de grâu integral, fulgi de nuca de cocos, sirop de glucoză-fructoza, cacao cu continut redus de grasime&quot;, dextroza, cacao&quot;, sirop de zahăr caramelizat, aromá naturala, vitamine (niacina, vitamina E, acid pantotenic, vitamina B6, riboflavina, tiamină, acid folic, vitamina B12), sare, antioxidant: extract bogat in tocoferol &quot;Certificat Rainforest Alliance. Pentru detalii, vizitați ra.org. Poate conține urme de alte cereale care conțin gluten, arahide, fructe cu coaja lemnoasă, soia, semințe de susan, mustar şi lupin."
Muesli croccante cioccolato al lattr,"Cereals and potatoes,Breakfast cereals",4,d,16,b,62.0,"52% fiocchi di avena integrale, zucchero, 14% cioccolato al latte a pezzetti (zucchero, 3%* burro di cacao, 3%* latte intero in polvere, 1% pasta di cacao, emulsionante: lecitine), olio di semi di girasole (olio di semi di girasole, antiossidante: estratto ricco di tocoferolo), farine (6%* frumento integrale, 3% frumento), sciroppo di glucosio, 1% cocco grattugiato, melassa, sale, estratto di malto d'orzo, cannella. *Riferito al prodotto finito. Può contenere tracce di altri cereali contenenti glutine, frutta a guscio e arachidi. Conservare in luogo fresco e asciutto. Richiudere bene il sacchetto dopo ogni utilizzo."
muesli croccante cioccolato nocciole e cocco,"Cereals and potatoes,Breakfast cereals",4,d,14,a,77.0,"52% fiocchi di avena integrale, zucchero, 11% cioccolato a pezzetti (zucchero, pasta di cacao, burro di cacao, emulsionante: lecitine), olio di semi di girasole (olio di semi di girasole, antiossidante: estratto ricco di tocoferolo), farine (6%* frumento integrale, 3% frumento), 3% nocciole tostate a pezzetti, sciroppo di glucosio. 1% scaglie di cocco, melassa, sale, estratto di malto d'orzo, cannella. &quot;Riferito al prodotto finito. Può contenere tracce di altri cereali contenenti glutine, altra frutta a guscio, arachidi e latte. Nonostante una lavorazione accurata non è possibile escludere completamente l'eventuale presenza di gusci di loro frammenti."
Easter Nuggets,,4,c,3,e,16.0,"57% finomra aprított csirkehús, 30% panír (búzaliszt, ivóvíz, étkezési só, rizsdara, fűszerek, élesztő), ivóvíz, repceolaj, borsókeményítő, étkezési só, dextróz"
Breaded Cod Fillet,"Fish‚ Meat‚ Eggs,Fish and seafood,Lean fish",4,a,-4,e,16.0,"53% Cod (Fish), Wheat Flour (Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamin), Rapeseed Oil, Water, Wheat Starch, Salt, Yeast, Dextrose, Wheat Gluten, Yeast Extract, Flavouring, Mustard Powder, Onion Powder, Garlic Powder, Black Pepper, Cayenne Pepper. Allergy Advice in hold"
Schoko Müsli,"Cereals and potatoes,Breakfast cereals",4,a,-1,b,62.0,"33 % Hafervollkornflocken, 20 % Weizenvollkornflocken, 19,5 % Roggenvollkornflocken, 8% halbierte, geröstete Erdnusskerne, 6 % Zartbitterschokoladenstücke (Kakaomasse*, Zucker, Kakaobutter*, Emulgator: Lecithine), 6 % Vollmilchschokoladenstücke (Zucker, Kakaomasse*, Vollmilchpulver, Kakaobutter*, Emulgator: Lecithine), Leinsamen, Sonnenblumenkerne, Mais, Reismehl, fettarmes Kakaopulver*, Zucker, Glukosesirup, Gerstenmalzextrakt, Kakaobutter*, Sonnenblumenöl, Vollmilchpulver, Speisesalz, Kakaomasse*, natürliches Kakaoaroma*. *Rainforest Alliance-zertifiziert. Mehr unter ra.org."
Сливенски Гюбек от краве мляко с шарена сол и чили,"Milk and dairy products,Cheese",3,d,14,d,42.0,"97,6% пастьоризирано краве мляко, трапезна сол, млечнокисели култури, регулатор на киселинността: калциев хлорид; сирищни ензими, нарязана суха червена чушка, сухи подправки [0,14% шарена сол (сминдух млян, чубрица мляна), 0,01% чили]."
Хляб Добруджа,"Cereals and potatoes,Bread",3,c,4,b,73.0,"62% пшенично брашно (България), вода, ръжена закваска (вода, ръжено брашно), хлебна мая, трапезна сол. Може да съдържа следи от сусамово семе."
Пълнозърнест хляб,"Cereals and potatoes,Bread",3,a,0,a,75.0,"35% пълнозърнесто пшенично брашно, вода, 26% пшенично брашно, течна закваска (вода, ръжено брашно), хлебна мая, трапезна сол. Може да съдържа следн от сусамово семе."
Българско бяло саламурено сирене ЗНП,"Milk and dairy products,Cheese",3,e,20,c,47.0,"97% пастьоризирано краве мляко, трапезна сол, млечнокисели култури, регулатор на киселинността: калциев хлорид; сирищни ензими с микробиален произход."
Milk 3.7% fat,"Milk and dairy products,Milk and yogurt",1,c,3,d,37.0,100% cow Milk
Rice & Corn Chips - Paprika Flavour,"Salty snacks,Appetizers",4,d,14,b,67.0,"11 11 25 L/ 241120-1 N SE Ris-och majschips med paprikasmak. Ingredienser: 40,5 % vitris, 40,5 % majs, 12,5 % olivolja, kryddberedning *ker, tomatpulver, vegetabiliska av jordnötter, mandel kad i en skyddande majs: Bulgarien % olijfolie,6,5% salt, aromer, kryddor (lökpulver, vitlökspulver, paprikapulver), maltodextrin, oljor (raps, solros), surhetsreglerande medel (citronsyra), karamellpulver). K cashewnötter, pistagenötter, hasselnötter, valnötter, vete, soja, mjölk ocn sex atmosfär. Förvaras tort och mörkt, ej över normal rumstemperatur. Tillverkad i Bulgarien. b. BE Rijst en maischips met paprikasmaak, gepoft. Ingrediënten: 40,5% witte rijst, 40,5%. kruidenmix (zout, aroma's, kruiden (uienpoeder, knoflookpoeder, paprika), maltodextrine, dextrose, matenpoeder plantaardige oliën (koolzaad, zonnebloem), zuurteregelaar: citroenzuur, karamelpoeder). Kan sporen van pinda noten (amandelen, cashewnoten, pistachenoten, hazelnoten, walnoten), glutenbevattende granen, soja, melke mosterd bevatten. Tegen warmte, vochtigheid en zonlicht beschermen. Verpakt onder beschermende atmosfer BE LU Chipsiz et de maïs saveur poivron, soufflés. Ingrédients : 40,5% riz blanc, 40,5% mais, 12.5% hul d'olive, 6,5% ange de plantes aromatiques (sel, arômes, plantes aromatiques (oignon en poudre, ail en poude paprika dextrine, dextrose, tomate en poudre, huiles végétales (colza, tournesol), correcteur d'acidité: adde citrio caramel en poudre). Peut contenir des traces d'arachides, de fruits à coque (amandes, noix de ca aromas, especias (cebolla ches, noisettes, noix), de céréales contenant du gluten, de soja, de lait et de moutarde. A conserver à l'abri a chaleur, de l'humidité et de la lumière. Conditionné sous atmosphère protectrice./Reis-Mais-Chip Paprikageschmack, gepufft. Zutaten: 40,5% weißer Reis, 40,5 % Mais, 12,5 % Olivenöl, 6,5% Kräuterma Speisesalz, Aromen, Kräuter (Zwichalpulver, Knoblauchpulver, Paprika), Maltodextrin, Dextrose, Tomaten pflanzliche Öle (Raps, Sonnenblume), Säureregulator: Citronensäure; Karamellpulver]. Kann Spuren von Erdnüss Schalenfrüchten (Mandeln, Cashewnissen, Pistazien, Haselnüssen, Walnüssen), glutenhaltigem Getreide, Sojabohnen, Milch und Senften. Vor Wärme, Feuchtigkeit und Licht geschützt aufbewahren. Unter Schutzatmosphäre verpackt. Foducto de aperitivo a base de arroz y maiz inflados, con sabor a pimentón, con un 12,5% de aceite de oliva ientes: 40,5% arroz blanco, 40,5% maíz, 12,5% aceite de oliva, 6,5% sazonador (sal, ajo en polvo, 1% pimentón), maltodextrina, dextrosa, tomate en polvo, aceites vegetales nabina, giraso ector de acidez: ácido cítrico; caramelo en polvo). Puede contener trazas de cacahuetes, frutos de cásca (almendras, anacardos, pistachos, avellanas, nueces), cereales que contengan gluten, soja, leche y mostaza. Conservar en un lugar fresco, seco y aireado, protegido de la luz solar directa. Envasado em atmósfera protectora. Mantener alejado de los niños menores de 3 años, ya que existe peligro de asfixia. PL Przekąska ryżowo-kukurydziana z 12,5 % oliwą z oliwek, o smaku paprykowym. Produkt ekspandowany. Składniki: 405% ryż biały, 40,5 % kukurydza, 12,5 % oliwa z oliwek, 6,5 % mieszanka przyprawowa (sól, aromaty, przyprawy (cebula w proszku, czosnek w proszku, 1% papryka czerwona w mieszance), maltodekstryna, glukoza, pomidory w proszku, oleje roślinne (rzepakowy, słonecznikowy), regulator kwasowości: kwas cytrynowy; karmel w proszkuj. Może zawierać orzeszki ziemne, orzechy nerkowca, migdały, pistacje, orzechy laskowe, orzechy włoskie, gluten (pszenica), soje, mleko i gorczycę. Najlepiej spożyć przed: patrz tył opakowania. Przechowywać w suchym i chłodnym miejscu, chronić przed bezpośrednim działaniem promieni słonecznych. Pakowano w atmosferze ochronnej Przechowywać z dala od dzieci poniżej 3 roku życia ze względu na ryzyko zadławienia. HU Paprikás rizs és kukoricachips, puffasztott. Védőgázas csomagolásban. Összetevők: 40,5% fehér rizs, 40,5% kukorica, 12,5% olívaolaj 6,5% fűszerkészítmény létkezési só, aromák, fűszerek (vöröshagymapor, fokhagymapor, 1%* paprika), maltodextrin dextróz, paradicsompor, növényi olajok (repce, napraforgó), savanyúságot szabályozó anyag: citromsav; karame *A fűszerkészítményben. Földimogyorót, dióféléket (mandulát, kesudiót, pisztáciát, mogyorót, diót), 9 szóját, tejet és mustárt tartalmazhat. Figyelem: a fulladásveszély elkerülése érdekében tartsuk távol 3 éves ko gyermekektől! Näringsvärde/Gemiddel rde/Valeurs"
Filet Maquereau Grillé,"Fish‚ Meat‚ Eggs,Fish and seafood,Fatty fish",3,c,3,d,33.0,"71% filets de maquereau (poisson), eau, sel. Traces éventuelles de moutarde. Non ouvert,"
Riche en protéines - Semoule au lait cannelle,"Milk and dairy products,Dairy desserts",4,a,-1,a,78.0,"55% protéines de lait, 38% lait entier (Origine : Pologne), 5,5% semoule de blé dur, amidon modifié de maïs, 0,2% cannelle, correcteur d'acidité: phosphates de sodium; édulcorants: acesulfame-K sucralose; arôme."
Confiture fraises allégée en sucres,"Sugary snacks,Sweets",4,d,11,b,60.0,"67% fraise, sucre, jus de cassis à base de concentré, jus de citron concentré, gélifiant : pectines."
Framboises allégée en sucres,"Sugary snacks,Sweets",4,c,10,b,71.0,"62% framboise, sucre, jus de citron concentré, gélifiant : pectines."
Fruits rouges,"Sugary snacks,Sweets",4,c,10,b,60.0,"60% fruits (22% fraises, 17% griottes, 14% framboises, 5% groseilles, 2% cassis), sucre, eau, jus de citron concentré, gélifiant: pectines"
hummus with dried tomatoes,"Fats and sauces,Dressings and sauces",4,c,10,a,77.0,"49% pois chiches cuits (eau, 22,54% pois chiches), huile de colza, 11% graines de sésame, eau, 5% tomates séchées marinées (2,95% tomates séchées, eau, sel), vinaigre d'alcool, sucre, sel, huile d'olive vierge extra, vinaigre balsamique (vinaigre de vin blanc, concentré de moût de raisin), amidon modifié de pomme de terre, 2% plantes aromatiques, poivrons en granulés, ail, pignons de pin grillés, jus de citron concentré, épices, huile de tournesol, écorces de citron, amidon de pomme de terre et de maïs, correcteur d'acidité: acétates de sodium; épaississants: gomme guar, gomme xanthane."
Hummus with sweet chilli and herbs,"Fats and sauces,Dressings and sauces",4,c,9,a,77.0,"49% pois chiches cuits (eau, 22,54% pois chiches), huile de colza, 11% graines de sésame, eau, 6% piments, vinaigre d'alcool, sucre, sel, huile d'olive vierge extra, graines de courge, poivrons en granulés, amidon modifié de pomme de terre, pignons de pin grillés, plantes aromatiques, ail, jus de citron concentré, épices, amidon de pomme de terre et de maïs, correcteur d'acidité: acétates de sodium; épaississant: gomme guar."
